"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.60694910789757,0.346,0.058,0,"4","CENPF"
0,1.53096066479835,0.326,0.039,0,"4","RIDA"
0,1.33295279057359,0.335,0.05,0,"4","PPP1R1A"
0,2.08652294500821,0.293,0.025,0,"4","KRT6A"
0,1.95254584319972,0.287,0.036,0,"4","CCNB2"
0,1.65226283716527,0.261,0.03,0,"4","MUC1"
0,0.29327397905111,0.278,0.07,0,"4","SLC26A2"
0,1.92714389343032,0.188,0.017,0,"4","CDH1"
0,1.64558445340944,0.181,0.016,0,"4","GPRC5A"
0,0.366331229379988,0.196,0.044,0,"4","PTN"
0,0.790178703694169,0.202,0.053,0,"4","STC2"
0,1.55821809365592,0.156,0.016,0,"4","CD70"
0,1.85531753064677,0.147,0.012,0,"4","MAMDC2"
0,1.28516179060985,0.15,0.019,0,"4","KRT13"
0,1.56597401546084,0.141,0.013,0,"4","FXYD2"
0,0.340586927761257,0.146,0.027,0,"4","APOBEC3A"
0,0.289034627940444,0.146,0.031,0,"4","CD274"
0,1.80823423473053,0.12,0.01,0,"4","SNCG"
0,0.505598285179841,0.126,0.023,0,"4","S100A1"
0,0.640118414462782,0.115,0.018,0,"4","GATM"
0,1.5987970528662,0.1,0.009,0,"4","MLPH"
0,1.43191713367352,0.102,0.011,0,"4","EPCAM"
0,0.921657091869426,1,0.94,0,"4","VIM"
0,3.57052862245909,0.764,0.147,0,"5","PDGFRB"
0,4.04304006951603,0.504,0.061,0,"5","STEAP4"
0,2.38393462037169,0.595,0.205,0,"5","COL5A2"
0,3.38500227053417,0.453,0.076,0,"5","GEM"
0,2.35932626118282,0.559,0.189,0,"5","THY1"
0,2.05110707511016,0.734,0.372,0,"5","ACTA2"
0,2.17298961919992,0.483,0.144,0,"5","APOLD1"
0,1.47528425649672,0.777,0.537,0,"5","PTEN"
0,1.42197416855442,0.555,0.319,0,"5","MYLK"
0,2.43818371799022,0.275,0.058,0,"5","ANGPT2"
0,1.89438528521274,0.327,0.114,0,"5","EDNRB"
0,1.34281472289591,0.338,0.127,0,"5","CRISPLD2"
0,1.12916527702971,0.569,0.361,0,"5","CAVIN1"
0,1.35054918689164,0.407,0.215,0,"5","TFPI"
0,3.67993104478395,0.2,0.032,0,"5","ASPN"
0,0.863642890260682,0.294,0.143,0,"5","CD34"
0,2.18092995437799,0.206,0.057,0,"5","PCOLCE"
0,1.32889392258509,0.284,0.135,0,"5","TCIM"
0,1.012073459371,0.389,0.243,0,"5","FBN1"
0,2.80324420079497,0.175,0.045,0,"5","PTN"
0,1.16913827382191,0.293,0.165,0,"5","MEF2C"
0,4.1096312096075,0.138,0.014,0,"5","HIGD1B"
0,1.38520156231986,0.203,0.081,0,"5","FBLN1"
0,1.06379699367337,0.315,0.195,0,"5","TCF4"
0,1.90739015669779,0.169,0.051,0,"5","RGS16"
0,0.440984219790139,0.324,0.214,0,"5","CD93"
0,0.632365148466087,0.235,0.125,0,"5","ADGRL4"
0,0.26508075027621,0.233,0.133,0,"5","VWF"
0,1.09490002856118,0.195,0.105,0,"5","CTSK"
0,2.1502627795529,0.126,0.036,0,"5","APCDD1"
0,1.17250151219329,0.159,0.076,0,"5","SH2D3C"
0,1.14342078647735,0.158,0.076,0,"5","MEST"
0,0.549769468622993,0.156,0.084,0,"5","CLEC14A"
0,0.532409024661369,0.988,0.941,0,"5","VIM"
3.46512181050997e-263,0.851849113381654,0.3,0.223,1.40337433325654e-260,"5","ADAMTS1"
1.49026193470153e-219,0.998318189750235,0.206,0.144,6.03556083554118e-217,"5","FHL2"
3.94437624276769e-165,0.841632465480243,0.252,0.196,1.59747237832092e-162,"5","CAV1"
2.63709648160992e-133,0.847842110219708,0.253,0.205,1.06802407505202e-130,"5","MYC"
1.16980135728009e-125,1.39140932140502,0.113,0.076,4.73769549698436e-123,"5","NTN4"
9.21166958237716e-86,0.921784235121896,0.167,0.133,3.73072618086275e-83,"5","PPARG"
2.59094395389724e-56,0.61682116571707,0.214,0.186,1.04933230132838e-53,"5","PMP22"
8.86439671415475e-37,0.455653521883295,0.252,0.23,3.59008066923267e-34,"5","GNG11"
1.84726403644527e-20,0.2833249080694,0.357,0.351,7.48141934760334e-18,"5","MDM2"
3.09983328421786e-14,0.283935797616076,0.084,0.101,1.25543248010823e-11,"5","ANPEP"
0,6.29696984945289,0.91,0.049,0,"6","MS4A1"
0,4.60452026405534,0.653,0.05,0,"6","CD79A"
0,5.49353963550169,0.624,0.048,0,"6","BANK1"
0,2.42273443597559,0.792,0.315,0,"6","CXCR4"
0,5.8001634515963,0.409,0.015,0,"6","CD19"
0,3.2790162060693,0.461,0.096,0,"6","IRF8"
0,2.26620347173412,0.379,0.089,0,"6","SELL"
0,2.85177410575065,0.333,0.082,0,"6","PLCG2"
0,0.959874856140662,0.764,0.515,0,"6","PTPRC"
0,5.18955102665184,0.238,0.014,0,"6","TCL1A"
0,3.46090228669884,0.273,0.05,0,"6","CD83"
0,1.79233563025117,0.326,0.131,0,"6","MPEG1"
0,2.0395936427497,0.288,0.101,0,"6","CD69"
0,3.85710638324469,0.214,0.029,0,"6","SPIB"
0,1.20357269161079,0.369,0.192,0,"6","CYTIP"
0,4.94126171433023,0.186,0.013,0,"6","CD1C"
0,1.86189088368784,0.234,0.063,0,"6","CCR7"
0,4.92761307886365,0.167,0.009,0,"6","TNFRSF13B"
0,1.94838496097702,0.26,0.122,0,"6","ADAM28"
0,0.679610197829849,0.948,0.814,0,"6","HLA-DRA"
0,2.36852101295367,0.198,0.073,0,"6","LY86"
0,1.78631729032683,0.236,0.12,0,"6","BCL2"
0,1.27822357204161,0.242,0.142,0,"6","GPR183"
0,1.13400176532109,0.18,0.099,0,"6","CD27"
0,2.10629982470695,0.128,0.053,0,"6","CLECL1"
5.36235136845089e-318,0.958406154534039,0.391,0.334,2.17175230422261e-315,"6","BASP1"
2.75863523904244e-252,1.19089471509045,0.231,0.168,1.11724727181219e-249,"6","MEF2C"
1.21724917179541e-36,0.665421562434195,0.274,0.269,4.92985914577141e-34,"6","SERPINB9"
2.03632435141869e-26,0.336031620998719,0.166,0.21,8.24711362324568e-24,"6","MYC"
6.8201642918769e-25,0.484121465704185,0.336,0.353,2.76216653821015e-22,"6","MDM2"
0.00747427630186243,0.394917751279146,0.151,0.167,1,"6","PTGDS"
0,4.13317820974658,0.815,0.112,0,"7","CD34"
0,4.08107898076187,0.784,0.092,0,"7","ADGRL4"
0,3.59103029073173,0.775,0.1,0,"7","VWF"
0,3.2017383496827,0.844,0.183,0,"7","CD93"
0,4.61237435051737,0.71,0.051,0,"7","CLEC14A"
0,2.87749315147199,0.687,0.132,0,"7","APOLD1"
0,2.43320408838692,0.932,0.412,0,"7","PECAM1"
0,3.28848572706297,0.526,0.066,0,"7","EGFL7"
0,3.50967373326802,0.469,0.052,0,"7","MMRN2"
0,2.83565174473743,0.476,0.066,0,"7","ECSCR"
0,2.10072674696611,0.584,0.179,0,"7","TCF4"
0,2.71493014465873,0.498,0.104,0,"7","EDNRB"
0,4.05065316320245,0.416,0.03,0,"7","MCF2L"
0,1.89144498632331,0.57,0.211,0,"7","GNG11"
0,2.16718451847564,0.469,0.124,0,"7","TCIM"
0,1.18360447423863,0.697,0.354,0,"7","CAVIN1"
0,3.13195231145833,0.369,0.053,0,"7","ANGPT2"
0,3.1355923414977,0.351,0.042,0,"7","NPDC1"
0,1.36180116433172,0.588,0.285,0,"7","CTNNB1"
0,2.06248253778502,0.437,0.142,0,"7","TM4SF18"
0,2.9606520656543,0.311,0.037,0,"7","IL3RA"
0,0.935653099254324,0.635,0.378,0,"7","ACTA2"
0,2.02485713832749,0.322,0.066,0,"7","SH2D3C"
0,3.16245578839353,0.329,0.074,0,"7","STC1"
0,1.07999190026996,0.45,0.196,0,"7","THY1"
0,3.31767625297069,0.279,0.029,0,"7","RAMP2"
0,3.45650851623468,0.272,0.027,0,"7","RAPGEF3"
0,2.38365934886792,0.227,0.038,0,"7","ERG"
0,4.11110018547009,0.198,0.014,0,"7","BTNL9"
0,3.5710699720415,0.202,0.019,0,"7","SOX18"
0,3.85713191713935,0.196,0.015,0,"7","SOX17"
0,0.349813082131993,0.349,0.173,0,"7","PDGFRB"
0,0.456149133714355,0.494,0.323,0,"7","MYLK"
0,1.07187272319499,0.387,0.217,0,"7","ADAMTS1"
0,0.832912592833223,0.33,0.163,0,"7","MEF2C"
0,2.16733846765523,0.195,0.054,0,"7","STC2"
0,1.92581737096479,0.172,0.034,0,"7","APCDD1"
0,2.14886796875615,0.167,0.037,0,"7","SNAI1"
0,1.84258675238944,0.172,0.044,0,"7","CAVIN2"
0,1.43224632452963,0.251,0.125,0,"7","MALL"
0,1.58697896660634,0.184,0.072,0,"7","NTN4"
0,0.291348192439609,0.174,0.081,0,"7","STEAP4"
0,0.270463970807437,0.991,0.94,0,"7","VIM"
4.37386692204888e-270,0.405287788064087,0.446,0.337,1.7714161034298e-267,"7","ATP1A1"
1.22023436829677e-182,0.679292760899244,0.129,0.08,4.9419491916019e-180,"7","SLC26A2"
1.4239022027453e-128,0.323369963049259,0.243,0.184,5.76680392111848e-126,"7","PMP22"
1.55764380280634e-101,0.291687689802015,0.252,0.196,6.30845740136566e-99,"7","CAV1"
1.14168631824475e-41,0.358875290636631,0.161,0.134,4.62382958889122e-39,"7","PPARG"
2.89430670675216e-15,0.58648958261249,0.108,0.095,1.17219421623463e-12,"7","EDN1"
0,2.45997285809085,0.826,0.218,0,"8","MET"
0,2.37504251641922,0.836,0.243,0,"8","CXCL6"
0,2.47078552085795,0.772,0.203,0,"8","SEMA3C"
0,1.82413061042197,0.782,0.271,0,"8","KRT8"
0,1.46860658614994,0.82,0.341,0,"8","VCAN"
0,2.50749322565345,0.529,0.108,0,"8","CDH2"
0,1.26322262820448,0.688,0.281,0,"8","KRT18"
0,1.51187510339035,0.629,0.225,0,"8","DST"
0,1.57808338578972,0.565,0.177,0,"8","CAV1"
0,0.887731253114906,0.674,0.317,0,"8","BASP1"
0,2.60779978397021,0.415,0.077,0,"8","EDN1"
0,0.938304838867766,0.66,0.325,0,"8","ATP1A1"
0,1.28744945031867,0.511,0.178,0,"8","KCNMA1"
0,4.74066383566437,0.341,0.016,0,"8","C5orf46"
0,2.33720588263312,0.406,0.082,0,"8","ANPEP"
0,0.979957703717359,0.53,0.213,0,"8","GNG11"
0,0.69324957186364,0.533,0.234,0,"8","FBN1"
0,1.57959209583297,0.367,0.072,0,"8","STC1"
0,1.57716654724973,0.402,0.132,0,"8","CFB"
0,1.32784663559831,0.373,0.118,0,"8","MALL"
0,1.26390575268819,0.345,0.093,0,"8","CFHR3"
0,2.42077491100231,0.301,0.053,0,"8","PPP1R1A"
0,1.15908717532303,0.39,0.147,0,"8","ERBB2"
0,2.36552613707968,0.291,0.048,0,"8","STC2"
0,1.17032930530512,0.394,0.152,0,"8","PTGDS"
0,0.656643613247363,0.429,0.195,0,"8","MYC"
0,1.06135729553526,0.351,0.126,0,"8","SMYD2"
0,1.02057164525462,0.33,0.108,0,"8","CXCL2"
0,0.32444943979971,0.353,0.131,0,"8","TCIM"
0,1.25758486702835,0.279,0.076,0,"8","LIF"
0,2.49129246974263,0.2,0.034,0,"8","MUC1"
0,1.55650834942093,0.192,0.061,0,"8","LGI4"
0,0.471911020034719,0.261,0.136,0,"8","MTRNR2L11"
0,0.42294135607855,0.234,0.129,0,"8","PPARG"
0,2.37293122072721,0.126,0.021,0,"8","KRT13"
0,1.37728443444627,0.152,0.047,0,"8","KRT7"
0,0.841085649476151,0.168,0.07,0,"8","CENPF"
0,1.71928866473215,0.129,0.035,0,"8","KRT6A"
0,0.424788118466233,0.168,0.077,0,"8","SLC26A2"
0,0.674754186026056,0.167,0.079,0,"8","UBE2C"
